label,text
,Selling a queen size bed for $650 bed is in brand new condition and was only used for one year. Includes bed frame & mattress. Pick up only and deposit is required to secure bed. If you want to face time to see more of the bed lmk.
,I am transferring to SJSU and looking for a private room or roommates with a move in date of August or late July at the earliest. Reach out to me if you are interested or have something available female only 😊 budget $1500
,"*101 San Fernando*
Temperory accomodation for a Female starting from 24th May to 14th August
Rent is 606 + utilities 
House is furnished and spacious ( *2 Bed 2 Bath 1500 sqft* )

No Of Spots Avaiable : 1

*FEATURES*
-  Kitchen has Dishwasher + Oven + Microwave Oven.
- Opposite to MLK Library and 2 mins walk to nearest bus station and Grocery Market. 
- 24X7 access to Gym"
,"Hello, my roommate and I looking for two people to sublet a double room for the 2023-2024 school year at TheGrad (starting in august)

The apartment has 4 bedrooms currently with all female roommates!

-D3 Floor plan : walk-in closet, bathroom in the bedroom, queen beds, 2 decent sized desks, spacious room, in unit washer and dryer, shared kitchen and fully furnished living room
-All utilities are included 
-Rent $1200
-One of the two available spots includes a tandem parking space, which is $120 a month (most likely can be cancelled if not needed)
-Amenities : pool and spa, study rooms, gym, multi purpose room, etc.
-7th floor (nice view)
-Super close walk from campus

Contact either of us if interested or more info is needed :
Jasmine : 7608350314
Andreina : 7608444266"
,"Hey. I am a full time student at deanza college looking for a single room. My current lease ends in may so anything with a move in date before June 1st would be great. 

- My budget is 800-900
- I am super chill and clean up after myself 
- I am either studying or playing games in my free time. But also always down to hang out 
- preferably a place close to the bus stop since I don’t have a car.
Please let me know if you have anything available"
,"Hey!
I'll be moving to San Jose in summer for  an internship from 22 May to 20 August. I have booked a private room in a 2b2b apartment. I'm looking to share this room with someone. Let me know if you're interested. The apartment name is Avalon Alameda."
,"ONE BEDROOM/ONE BATH FOR RENT!
around $900/month (utilities not included)
in a townhome in North SJ (5 min from Great Mall)
in-unit washer/dryer
shared garage
move in July 30, for a year lease"
,"Hello all! 
My suitmate at the grad is looking for a roommate to share her double bedroom. She is the sweetest and cleanest person I’ve ever met and  my other suite mates and I really want her to stay but she needs a roommate. 

Some considerations:
-She is Muslim so ideally a woman who is Muslim would be amazing but if not that’s totally okay she just needs someone to be understanding of her beliefs. 
- she wakes up pretty early and works on weekends around 6 am 
 
The room is a master room which is pretty spacious and a walk in bathroom and a sliding door closet. 
Rent will be around 1250 and we have a shared kitchen and living room with a beautiful view of the pool. 
It is genuinely so so worth it so please let me know if you’re interested :)))"
,"Hello everyone,

I’m transferring to SJSU in the fall and am looking for 2 bedrooms (preferably an apartment) not to far from campus to accommodate me and another male. Budget is under $1000 per room but were flexible around that price. We’re hoping to move in end of July/early August."
,"Hi! 

I’m interning in the San Jose area from 16th June to 26th August and I’m looking for place to live near campus. 

My internship will be a little north of the airport, so a place close to public transport would be ideal. I’m good with doing a ~30 mins commute. My budget is < $1500, but I’m flexible! 

Generally, I’m quiet, clean, and friendly! 🙂

Please let me know if you’re willing to sublease your place or have any ideas about where to look!"
,Looking for someone to take over this room by the end of may. $600 a month with a $600 deposit. Near school. Laundry and dryer are included in the house as well. 3 graduated students live here but they all work. WiFi + water+ electric come out to ~$75 a month. Room is only big enough for a twin bed. Preferably male
,"Temporary Accommodation Available at Colonnade Apartments! ( Date of Availability: 23rd May - 15th Aug )
201 S 4th St San Jose CA  95112

🕊️ Peaceful Community
🏠 2B2B 1100 SFT Apartment
🚌 VTA Light Rail & Bus Stop in 200 ft
 🌆 Downtown
🚃 Light Rail for every 5-15min 
💰 $540(excluding electricity and internet)(Negotiable)
🚗 Parking Space Available! 
 🙌All Amenities available including Gym and swimming pool.

Contact-
Rohit: +16693098334"
,"Hi everyone👋🏼,

I have a 1 bedroom with a private bathroom & closet available for sublease in a 2 bedroom house in Downtown San Jose. Available from beginning June to end of July. 

Apartment is located off of 7th street and only two blocks away from SJSU (less than 5 minute walk)!

🔵🔵Must be fine with living with a hypoallergenic small dog (who is very cute and friendly)🔵🔵

House includes:
- rent is $1075 + ~$100 utilities (usually less than $100) 
- 1 bathroom
- 1 walk-in closet
- Full kitchen with refrigerador, gas stove/oven and microwave. 
- Twin bed 
- Desk
- *Can leave house supplies if needed*
 

PM if interested!"
,Selling a queen size bed with mattress and box spring included for $700 bed is in new condition. Pick up only & Zell or Venmo only.
,hi everyone!!! im in search of a PRIVATE room (can share bathroom) under $850 (including utilities) with parking and within no more than 15 min WALKING distance to SJSU to move into IN JUNE OR JULY.  :))) pls message me if you have anything currently or that will open!!!!💓 female housemates preferred but not mandatory
,"Hi there. I am looking for a female roommate to sign a new lease for a 2b2b unit in North Park Apartments, San Jose. You will have your own room, bathroom, walk-in closet and attached patio with a great view! 4th-floor apartment, in-unit washer dryer, gym, pool, and various other building amenities included. Utilities(electricity and internet) are shared. Move-in date is August or Sept 2023. Please let me know if you have any questions. Thanks!"
,"Hi there. I am looking for a female roommate to sign a new lease for a 2b2b unit in North Park Apartments, San Jose. You will have your own room, bathroom, walk-in closet and attached patio with a great view! 4th-floor apartment, in-unit washer dryer, gym, pool, and various other building amenities included. Utilities(electricity and internet) are shared. Move-in date is August or Sept 2023. Please let me know if you have any questions. Thanks!"
,"Hello!
I'm looking to sublet my master room at The Grad San Jose.

・Female only
・Available from 6/1 - 7/31
・Rent: $1697/month 
　(including all utilities and Wi-Fi)
・Fully furnished
　(Full size bed, Desk, Chair, Drawers)
・An attached bathroom and a walk-in closet
・16th floor
・5 min walk from SJSU

Amenities: Washer/dryer, Dishwasher, Microwave, Refrigerator, central AC/heater, TV and couch in the living room

The apartment is a 3b3b

If you need, I can leave hair dryer, kitchen goods (plates, frying pans, forks, kitchen knife, etc.), some hangers, etc. :)"
,"Temp Accommodation is available from 24 May to Mid August at 360 Residences (Flexible)

Spot is in bedroom, sharing with 1 person.

Address: 360 S Market St, San Jose, CA 95113
Rent: ~$690/month + Utilities

Amenities: Washer and dryer, fridge, dishwasher, oven, microwave, centralized AC/heater, gym, lounge area, and BBQ area.

The neighborhood surrounding 360 is a lively area with a mix of modern and historic architecture. It's home to the San Jose Convention Center, museums, restaurants, and entertainment venues. It offers something for everyone in terms of history, culture, dining, and entertainment.

360 Residences
"
,"Hey!
I'll be moving to San Jose in summer for  an internship from 20 May to 20 August. I have booked a private room in a 2b2b apartment. I'm looking to share this room with someone. Let me know if you're interested. The apartment name is Avalon Alameda."
,"Hello, 

Women Only

Currently, we have 3 people in our apartment and I’m looking for one more that would be rooming with me.

The apartment includes 2 bathrooms, on-site laundry, and parking.

The deposit would be $600 and the shared rent would be $579.62. Utilities are about $40. The lease is 12 months. 

470 Apartments are a 9-minute walk from campus and a 2-minute drive from campus.  Move-in would be in late July/ early August 
Please contact me for more information and pictures"
,"2 blocks to SJSU. Centralized heating/cooling. Monthly cleaners. In-house Laundry. See the ad for more details. 

"
,"Hi all! I am an incoming mechanical engineering transfer for this upcoming fall. I was looking for single in an apartment or house and my budget is $800-$1000. I am hoping to move in sometime in August. 

A little bit about me: I really enjoy being active, disc golfing, music/concerts, museums, and going out. 

Please let me know if you are looking for a housemate or hear anything!"
,出租一间卧室 有独立卫浴 地点95136 （房东程序员 以及 一名室友 也是科技公司程序员 ）家里很安静干净
,"Cho thuê Phòng tại San Jose, CA, 95116
- 1 Phòng | Share Bathroom | Lối đi chung | Parking nhiều ở Driveway
- Gần Freeway 680, gần Vietnamtown 5 mins lái xe
- 8 mins to San Jose State University
- 13 mins to Evergreen Valley College
- 9 mins to Andrew P. High School
- 12 mins to Santa Clara University
- Gần rất nhiều chợ Việt Nam
- Khu rất yên tĩnh và an ninh và sạch sẽ
- Giá: $650 / mo, deposite 1 month
12pm - 20pm gọi hoặc text: (669) 254-6683 [Iris Phạm]"
,I am transfering to SJSU in the fall from Cabrillo in Santa Cruz and I am looking for female roommates / roommate. Potentially other transfers would be cool but open to anyone. Message me if interested😁
,"Hey everyone,
1b1b available for lease immediately at Park Kiely Appt, 355 kiely Blvd, San Jose, CA
Rent 2275$
Contact on: 5108096853"
,"Hi everyone 
I am an international student arriving to san jose for my bachelors am looking for a room to stay in sharing. Am admited to de anza for pre veterinary science summer intake starts from 3 july. Will be coming to san jose on 7th of june. If anyone needs a roommate please let me know. Thank you"
,"Looking for someone to sublease my apartment at “The Grad” San Jose. It has an amazing view of the city and has a spacious bedroom with it’s own bathroom. The amenities include a beautiful pool, dog park, game room, hot tub and more. It is a great experience but need someone to take over starting June. Contact me if you are interested! Rent is about 1500 and that includes all utility fees"
,"LOOKING, Either (Please read first paragraph)

My name is Jayce Lee, and I will open this post up by stating that I am a transgender man (born female). I also own two rats that will not be let out of their cage - I promise they are friendly, and I clean the cage often. If neither of these facts make you uncomfortable, then please continue reading.

I am looking to share an apartment at least 10 miles from SJSU, however, if you are further than that, please do not hesitate to reach out. My budget is $1,000/mo, but I am willing to go up to $1,300/mo on special occasion. I am looking to move in at the start of the new Fall semester (mid August), and looking to stay until either the end of that same Fall semester. I can reliably make payments on time, and send money electronically through Zelle or Venmo.

Now, about myself: I'm a kind, friendly, and understanding person who can adapt well to changes or preferences of other roommates. I keep my own bedspace and shared spaces clean. I will not be bringing many things, so I will be able to occupy a small space of the house. I have a good sleep schedule, and would appreciate an apartment that does not hold loud parties or meetings after 10PM. I am part of AROTC, so I have a busy schedule and may not be home very often.

Overall, I'm very easy to get along with, and looking for roommates that will not dislike me for my identity. I do not mind rooming with all females, as long as I am respected.

Thank you for reading!"
,"Spacious Room Available in San Jose!

We are a group of friendly software engineers looking for 3 to 4 roommates to share our spacious 4-bedroom, 3.5-bathroom house. The available room has plenty of natural light, and enough space to comfortably fit a queen-sized bed, desk, and dresser.

Our house is located in a quiet and safe residential neighborhood in San Jose, just a 4-minute drive to the Berryessa Bart station. It's also just an 11-minute drive to San Jose State University, making it an ideal location for students and professionals alike.

Rent for the master room is **$1250 per month**, while the single room will be **$1100 per month**.

We're looking for responsible, clean, and friendly roommates who are either students or working professionals. If you're interested in the room or have any questions, please don't hesitate to reach out!"
,"Hi Everyone!
I am Saniya, an incoming grad student at SJSU. 
I am looking for a private room, open to sharing, close to SJSU campus. My budget is $600 - $800 a month. I am hoping to move in around 1st August. 

Please message me if you have anything available, or are looking for roommates . Thank you ✨"
,"I am looking for a short-term rental for an internship this summer from June 1st to Aug. 18th.  

What I'm looking for: 
• Dates and budget are flexible.
• Looking for something commutable to work (N. San Jose ideally)
• Has a kitchen. 
• Open to roommates.

I am a clean, respectful college student. In my free time, I like to hike and cook. Please reach out to me if you have a place in mind!"
,"hello, Im attending sjsu for grad school in the fall and im looking for housemates. I’m looking to form a housing group with 3-5 other grad students and lease a house in sj / Milpitas / cupertino. a little about me: I’m 23, from the bay and did my undergrad at ucsc. hobbies include cooking, working out, going to music festivals, spending time with my dog n cat sons (siamese cat and a German Shepard husky puppy) and getting faded. I do smoke and have pets. my dealbreakers include being respectful and 420 friendly. if youre looking for housing and could be potentially interested feel free to msg me here or on ig @_johnbuckley"
,"Looking for a roommate to move into a 2 bed/1 bath apartment on the south side of campus starting June 1st. Very close to campus and the split would run about 1000 each. It says no pets. Pm me for more info and pics, but I would like someone who is generally clean, respectful, and willing to communicate. Thank you."
,"San Jose State University/Downtown - It doesn't get any closer than this!  Located directly across from SJSU Duncan Hall, you are steps from class.  This duplex features private individually keyed rooms, 3 bedrooms with 2 half baths and 4 bedrooms with 2 full baths.  Has been completely remodeled and ready for move in.   <p> Beautifully remodeled duplex with 3 private bedrooms on first floor and 4 private rooms on second floor.  Located 100yrds from SJSU campus, few blocks to downtown, walking distance to rail/train to SF and easy access to freeway!  <p> This is a beautifully remodeled Victorian, directly across from San Jose State University's Duncan Hall. Minutes to MLK Library, SJSU Police Dept, SJ City Hall, and Downtown San Jose/Light Rail. <p> Each of these  spacious private bedrooms are individually keyed for privacy. All have rich hardwood floors, bright dual-pane insulated windows, ceiling fan/light and closet. Kitchen/Dinette area features custom tiled floors, designer lights, stainless steel appliances, custom granite counters and new cabinets. Split bathroom/shower completely remodeled. Building has new modern electrical/breakers, new copper water pipes, new energy efficient furnace/central heat and all new appliances and fixtures. <p> Limited off-street parking ($40/mo) and street parking with SUN District Permit available for fee to City of San Jose. (~$40/yr) On-Site coin-op washer/dryer, large slate tiled front porch, large private backyard with large table and BBQ.    Building is wired with CAT 6 Ethernet cables and High-Speed Internet (wired and Wi-Fi). 24/7 CCTV Security system monitoring and motion security lights around entire perimeter of building. <p><p>  <b>405 S. 5th St - Bed #2 | 1 Private Bed/2 shared half baths | $1,140/mo, plus $45/mo service fee | Avail 7/1/23<b><p>
Private Bed 3 (150sf): $ 1045/mo
Photos:  https://drive.google.com/file/d/1-iM7-36VoeSNYLq4nixBsYIKspUlvSPK/view?usp=sharing <p>Virtual Tour: https://www.theasys.io/viewer/NwYJiHXnez7TiYJXyDInpz1yUFKd7M/<p> Apply Online:  www.foxtenant.com<p>   This is a non-smoking, no pets property. Security deposit equivalent to 1 months rent. Income must be 3x monthly rent, else co-signer will be required.  $30 application/credit fee.  Flat rate services fee $45/mo includes: Water, Garbage, High-Speed Internet (wired and Wi-Fi).  Low PG&E to be split by tenants."
,"{female only, looking}
Hi! 

I’m looking for a female only group to rent with for the next school year! I’m down for sharing a room with anyone or having a room to myself.

My budget is around $600 and under and I’m perferably looking for roommates who are clean, quiet, respectable, and laidback

Pls message me if you’re interested! 😊

Insta @iiiiii.sabel"
,
,Hello! Looking to sublease my room at the Grad for a “shared” room in a 3bd3b. I have not had a roommate the whole year so it is unlikely you will have it and so you will be paying $1176 a month for a private room. It is right next to SJSU and is within 100ft of the pool and lounge areas. Your move in date would be June 1st and the lease ends July 31st with potential for renewal.
,"Temp Accommodation is available from 24 May to Mid August at 360 Residences (Flexible)

Spot is in bedroom, sharing with 1 person.

Address: 360 S Market St, San Jose, CA 95113
Rent: ~$690/month + Utilities

Amenities: Washer and dryer, fridge, dishwasher, oven, microwave, centralized AC/heater, gym, lounge area, and BBQ area.

The neighborhood surrounding 360 is a lively area with a mix of modern and historic architecture. It's home to the San Jose Convention Center, museums, restaurants, and entertainment venues. It offers something for everyone in terms of history, culture, dining, and entertainment.

360 Residences
"
,"Hey!
I'll be moving to San Jose in summer for  an internship from 20  may to 20 August. I have booked a private room in a 2b2b apartment. I'm looking to share this room with someone. Let me know if you're interested. The apartment name is Avalon Alameda."
,"Hey!
I'll be moving to San Jose in summer for  an internship from 20  may to 20 August. I have booked a private room in a 2b2b apartment. I'm looking to share this room with someone. Let me know if you're interested. The apartment name is Avalon Alameda."
,"*I posted a few months ago and the person backed out last minute :/ *

Currently LOOKING for one female housemate (22-28 yrs old) for my 2Bd1Ba. *3 blocks* from SJSU, about an 8 min walk! I currently work full-time and may attend grad school.

**MOVE IN: June (can possibly negotiate the date!) **

Message me if you are interested or would like to know more :) I'm willing to Zoom and meet in person! 

Non-negotiables: 
* cigarette smoking
* pets"
,"Move-In Dates - June 1st week 2023
Preferably 1-year lease
Looking for roommates to start a new lease in an apartment around the North San Jose area. Seeking friendly, responsible, and easy-going roommates to share a 2 or 3-bedroom apartment.
Open to apartments such as Villa Torino or any other apartment in and around downtown San Jose.
Also, open to any vacant spots in an existing lease. willing to go for the master bedroom or the secondary room with the shared bathroom.
Please do reach out to me if anyone is interested."
,
,"*looking for a room* 

Hi all, posting again! 
I am looking for a 1-year lease for a single room. Rent is max $900 a month."
,"Hi everyone, [LOOKING for Both]
I'm an Environmental Studies major from the University of Michigan Class of 2021 and I'll be working at the San Jose Conservation Corps as part of the California Climate Action Corps fellowship this summer.
I'm currently on the lookout for some temporary housing in South San Jose, Willow Glen for the duration of my fellowship from June to August. If anyone knows of any sublets, or short-term rentals, or has a spare room you'd be willing to rent out, I would greatly appreciate it! My price range is $1500/month.
I'm a friendly and outgoing person and would love to make some new friends during my time in San Jose. I enjoy exploring new places and cultures, and I love to get out of my comfort zone. If you share any of these interests or qualities, let's connect!
Please DM me if interested!"
,"Hello! 
I'm looking to relet a space at the Grad. The rent is 1,720.95 a month in a D2 layout. 

You would have your own bathroom inside your room and a walk in closet. 

All utilities are included in the price! 

August 2023-July 2023 

Please message me for any more info! Thank you."
,"Hello! I am hoping to find roomate/s to find a place for late july or early august. I would be sharing my room with my partner, Carla Gonzalez. We're hoping to pay around $1000 for our room, but can consider paying more. We'd also be bringing our two cats, Mandarina and Mora. They are really well behaved and super cuddly. I'm going to be entering the Multiple Subject credential/ MA program at SJSU in the fall, and Carla will be attending UC Santa Cruz in the fall. Send me a message if you'd be interested in looking for a place to room together :')"
,Hi! We are 3 girls looking for a new roommate in a duplex that has been newly renovated. You would be sharing a room with 1 other girl. Its a 2 bed 1 bath home about 7 min walk and a 2 min drive from SJSU. We are looking for someone clean and considerate! There is also a washer and dryer available and parking is available as well. Rent would be $675 + Internet (usually $12.50 each month). We are looking for someone to sign a month to month lease starting June 1st! Message if you are interested :)
,"Hi, I'm looking for someone to take over my lease for JUNE and JULY only! Fully furnished bedroom, you will be living with three other girls (all have own room but shared 1.5 bath). It is a house on 6th st with parking behind the house and a laundry machine! Rent is $890, plus utilities! Please LMK asap!"
,"Looking for a roommate to share a bedroom in a 2B1B apartment in downtown San Jose, CA as soon as possible. 
.
The rent will be $650/month + Utilities
.
About the apartment: The apartment is located in “The Julian” near the San Pedro Square Market in downtown San Jose. The community includes a rooftop terrace, gym, swimming pool, hot tub, BBQ, study lounges, & many more. 
. 
Send a message or leave a comment if you are interested."
,Permanent accommodation!!
,"[LOOKING] Hello everyone! I go by Wendy. I am a speech-pathology grad student from Los Angeles coming to SJSU for the Fall and I am looking for FEMALE ONLY housing and/or roommates (to start). If there is anyone entering the SLP program or from another grad program this upcoming semester that's awesome! I am hoping to move in at the start of August or end of July. I am clean, laid back, and introverted. I like anime, kpop (tho i'm not as heavily into it compared to before) and baking!
Preferably a private or double room. My budget is $900 or less but I can go slightly above. Please let me know if you would like to become roommates or have an availability in your housing. I am open to meeting via zoom or over the phone too! You can contact me through Messenger. Thank you!"
,"Hi, I’m looking for a female to sublease my room at The Grad. It’s a single room with own bathroom, D3 layout. The lease would be from June 1 to July 31. You can even renew the lease after that if you want. The rent is $1,431.95 a month, comes fully furnished and with utilities and amenities included in rent. Message me if you’re interested or want more details! :)"
,"AVAILABLE, female ONLY
Looking for someone to sublease my room from June 1- July 31 at The Grad. You will have your own room and bathroom. Shared is the kitchen, living room, and in-unit laundry. Rent is 1435.03, which includes wifi, utilties, and trash with no deposit required. The Grad is a 5 minute walk and 3 minute drive from SJSU. Direct message me if interested! 
Roommate: you'll be sharing the apartment with a calm and kind criminology student roommate.
Amenities: 24-hour fitness center, yoga room, computer lab, study rooms, pool, grills, and a multi-purpose room.
Parking: a parking space in garage is for a separate fee. Street parking is available and there's a parking garage across the complex."
,"Hi, im a new incoming graduate student. I am looking for a long term(2-3yrs) single room with a budget of 900. I am pretty quiet, clean and respectful of people’s space. I would like to move in July or early August."
,Hi all! I’m looking for someone to take over my lease at Sparta 505 from August 2023 to July 2024! Rent is around $1300 (utilities included) and you will have your own room with three other roommates (all singles). There are two bathrooms. Girls only. Let me know if you have any questions! Feel free to message me on instagram at @ariannanicole.osa!
,"Hi, looking for female roommate to share a large room with! I'm usually only in the room to sleep. 

-$650
-1 mile away from campus
-Big closet 
-Shared bathroom
-Shared room
-On-site laundry 
-May-October
-MOVE IN ASAP"
,"Hello everyone, I currently have two rooms for rent , see pics for list info thanks!"
,
,"LOOKING, Male ONLY

Hi everyone,

I am a male student who is looking for 1 bedroom over the summer, from late June to mid September. Please message me if you have anything, or if you need more details.

Thanks!"
,"hi everyone! 

my friend and i are looking for two private bedrooms in the sjsu area to take over for the summer! we are very flexible with the location and dates !!!"
,"Hi everyone! My housemates and I are looking for a female to take over a master bedroom in a Victorian house across from SJSU in June.
We're looking for working professionals or those at least 22 years of age or older. 
Please refer to the post for more info and feel free to message me if you're interested or have any questions!"
,"Hi everyone!! I’m currently looking for a student to take over my lease at the grad San Jose for beginning of August 2023 to end of July 2024. 

1625/month no deposit 
3b/3b private room and bathroom 
Fully furnished 
Washer and Dryer in unit
Attached bathroom

Pool 
24hr gym 
Study rooms
Media rooms 
Parking
Security 
Great community 

5 min walk to Main SJSU Campus 
5 min walk to downtown 
Easy access to public transportation 

If you have any more questions or are interested please message me!!"
,"AVAILABLE, MALE ONLY

Hi there! I'm currently living in The Grad student housing complex, and I'm looking for someone to sublease my room from June 1st to July 31st. This is a great housing option for anyone looking for a comfortable and convenient place to stay during the summer months.

👩‍💻 Your Roommate: You'll be sharing the apartment with my calm and focused computer science student roommate, who is respectful and easygoing.

📍 Location: The place is just 2 minutes away from the light rail and bus stops, making commuting a breeze. There are multiple food places and bars within a block's distance, and a grocery store is just a 7-minute walk away. No car? No problem! Everything you need is within walking distance.

🏋️‍♂️ Amenities:
* 24-hour Gym
* Yoga Room
* Fitness Center
* Computer Lab/Business Center
* Study Rooms on Each Floor
* Resort-Style Pool
* Jumbotron
* Grills
* Multi-Purpose Room
* High-Speed Wi-Fi Throughout the Building

🚗 Parking: Street parking is typically available within 3 blocks, and there's a parking garage right across the road.

🎉 Student Life & Parties: One of the best parts of living in this student housing is the vibrant and friendly community. There are always events happening, both at the pool and within the building. It's the perfect place to unwind after a long day, make new friends, and enjoy the lively atmosphere. If you're looking to experience an exciting student life during your stay, this is definitely the place to be!

✈️ Reason for Moving Out: As for me, I'm an international student, and I'll be heading back to my home country for the summer. I've had a fantastic experience living here, and I'm sure you'll love it as much as I have.

📆 Availability: This is a sublease, and the room is available from June 1st to July 31st.

💵 Rent: $1,165 per month, utilities included. No deposit required!

If you're interested in this fantastic living opportunity, please don't hesitate to send me a private message. I'm looking forward to helping you make the most of your summer!"
,"[LOOKING]

Hello
I’m looking for a furnished room with possibly a private bathroom over the summer. I don’t mind having roommates.
Duration: end of May- end of August
Rent: around $1200-1500
I’m clean and tidy. I like to cook, drink coffee, and get pastries. I enjoy working out in my free time.
Thanks
Shoot me a message please"
,"Hi, 
I’m looking for a private room in North San Jose from 1st June till 30th August.  If anyone has any leads kindly message
Thanks!"
,"Hi !! Looking for a one bedroom sublease in san jose preferably closer to campus ! Only looking for summer housing from July 1st to August 31st. My budget is 1,000 or under. Let me know pls :)"
,"Hello,
I am looking for a flatmate in a 2B/2B apartment in the San Jose location. I am a recent graduate from the University of Michigan Ann Arbor. The start date of the lease is around 10th June 2023. The rent per month varies from $3450 to $3750. Ping me if anyone is interested in leasing the apartment with me or has any questions for me."
,"Hello everyone,
Im a new graduate student looking for long term accommodation in the San Jose / Santa Clara area (1-2 years) for a move in date of July or early August, I can be flexible. Looking for a private room preferably less than or near $1,000. 
Thank you!"
,hello everyone I’m a continuing student at sjsu looking for a place this fall !!! im in search of a PRIVATE room (can share bathroom) under $850 (including utilities) with parking and within no more than 15 min WALKING distance to SJSU to move into IN JUNE OR JULY.  :))) pls message me if you have anything currently or that will open!!!!💓 female housemates preferred but not mandatory
,"Hey everyone!

I’ll be joing SJSU in the fall semester for my post graduate and am currently looking for a place starting August that’s within walking distance from campus. My budget is $500- $600

Kindly message me if any leads!"
,"Hey everyone, Im a Finance Senior at SJSU looking for a private room + private bath with an in unit washer dryer and regular kitchen use allowed. Budget is around $1000-$1500 total with amenities included. Looking for some cool and fun roommates to live with! Message me for any other questions you might have, thanks!"
,"Master bedroom for rent with private bathroom for $1250/month, with the following accommodations:

- Furnished
- Private gated entrance
- Private driveway
- Private carport
- Private back yard area
- Private outdoor patio
- Attached enclosed sunroom (130 sq ft) with kitchenette area with refrigerator, microwave, toaster oven, hot plate
- Easy and close access to freeways 280 and 17
- 10 minutes from Valley Fair Mall, Downtown Campbell, Downtown SJ
- 10-15 minutes from universities & colleges SJSU (4 miles away), SCU (4 miles away), SJCC (1 mile away)
- Quiet & safe neighborhood 

Looking for respectful and clean working professional, preferably long term. Single occupancy only. Utilities not included.

No pets. No drugs. No washer/dryer available but there’s a laundry mat that’s walking distance. You will not have access to the rest of the house."
,"Hello, I am currently looking for a room near SJSU as an incoming junior. My budget is $1000 for a private room, and I want to move in by August."
,"Hello!

I'm looking to sublet my fully furnished private room to a guy at The Grad San Jose (88 E San Carlos St). It is within walking distance from SJSU and in the heart of downtown San Jose.

**Available from June 1-August 1**

The apartment is a 4b4b on the 18th floor with incredible views of downtown San Jose.

The room includes an attached bathroom and a walk-in closet.

Rent: 1475$/month including all utilities and Wi-Fi 

2 min walk from VTA station and bus stop.

Amenities: Washer/dryer, Dishwasher, Microwave, Refrigerator, central AC/heater"
,"Hello! Im looking for someone to take over my lease for the summer. Just June and July. 

(Lease starts June 1st and ends July 31)

Rent is $1,050/month including utilities (Its a Private room, all girls apartment)

Location: Sparta505 
5 minute walk to campus
Interested? You can text me at this number (408)561-8446"
,"Hello ! I’m subleasing a room from (whenever in May-July19) RENT has already been paid for the month so for this month if moving after the 10th It would only be $425 for the month. After this month it would be $1200/ month. 

It’s a private room with private restroom & walk-in closet. 3 Min walk from SJSU. Please message me if you’re interested, We’re trying to sublease ASAP."
,"Hello, I am looking for a private room and prive bathroom to rent. My lease ends August 31, 2023. 

I am a graduate student, and I substitute teach throughout the week. On weekends I like to chill or socialize. 

If you know of a room for rent then you should reach out. 
Criteria: 
* Clean
* In San Jose, a close radius from campus 
* Schoolwork is prioritized during the week"
,Hi everyone!!! Fall 2023 Incoming student. I'm in search of a PRIVATE room (can share bathroom) under $850 (including utilities) with parking and within no more than 15 min WALKING distance to SJSU to move into IN AUG :))) pls message me if you have anything currently or that will open!!!!💓 female housemates preferred but not mandatory!
,"Hello, my roommate and I looking for two people to sublet a double room for the 2023-2024 school year at TheGrad (starting in august)
The apartment has 4 bedrooms currently with all female roommates!
-D3 Floor plan : walk-in closet, bathroom in the bedroom, queen beds, 2 decent sized desks, spacious room, in unit washer and dryer, shared kitchen and fully furnished living room
-All utilities are included
-Rent $1200
-One of the two available spots includes a tandem parking space, which is $120 a month (most likely can be cancelled if not needed)
-Amenities : pool and spa, study rooms, gym, multi purpose room, etc.
-7th floor (nice view)
-Super close walk from campus
Contact either of us if interested or more info is needed :
Jasmine : 7608350314
Andreina : 7608444266"
,Looking for a private room in San Jose from 17th June to 10th September preferably near Park Avenue or SJSU. I am currently a Grad student at UCSD and coming to San Jose for my internship at Adobe.
,"Hello! 

I'm a fourth year at SJSU looking for a room that allows cats! My max budget right now is about $700. Please let me know if you guys know a place or are looking for a roommate with a cat! 

Thank you :D"
,"Hi! I’m looking for a female to take over my lease at The Grad starting end of May/June first. It is a D2 style complex and my room is room C. It is a 4 bed, 4 bath complex; you get your own bedroom and bathroom!
- $1,545/mo: ALL utilities included in the rent!
- 0.3 mi from SJSU
- FULLY FURNISHED
- Pet friendly!
- Washer and dryer INSIDE unit
PARKING SPOT available in the garage for $180/mo! If not wanted, you can give it up!
Please message me ASAP if you are interested! I am trying to move out by the end of May! :)
You can DM me on here or text me: (661) 487 - 4434! Thank you!"
,"Hi! My name is Olivia and I'm an incoming transfer student at SJSU. I'm 20 years old. I'm looking for roommates to look for a place with, or a room ready to move into. I'm hoping for a place to move into that's walking distance to SJSU. My budget is around $1000 and would prefer my own room. I am able to move in July or August. I am very clean, respectful, and outgoing."
,"[Looking, female only]

Hey everyone!
I’m looking for a place to rent for the next school year starting end of July/early august that’s within walking distance from campus. My budget is $800 and under and I’m fine with sharing a room with another person or having a private room.

I am looking for a female only roommates with age groups preferably being from 18-21 who are quiet, respectful, and clean!

Pls message me if interested!! Thanks! 🙂

Insta: iiiiii.sabel"
,"Hello Everyone,

I have got an internship in Santa Clara and I am in search of a private room or a 2b/2b shared apartment near in Santa Clara/ San Jose/ Sunnyvale, sublease starting from may 17 to August 20. Please let me know if any vacancies available or any leads."
,Looking for a 4th housemate to sign a lease with us (2 girls and 1 guy) at Sparta 4b2b. We prefer someone who is clean and doesn't party.
